index;indeks;Price [PLN/MWh];Volume [MWh]
28.10.2016 00:00;TGeBase;140,87;69840,6
29.10.2016 00:00;TGeBase;128,64;84543,3
30.10.2016 00:00;TGeBase;120,04;90477,7
31.10.2016 00:00;TGeBase;159,74;65468,5
01.11.2016 00:00;TGeBase;104,32;88899,4
02.11.2016 00:00;TGeBase;134,87;90143,3
03.11.2016 00:00;TGeBase;164,24;83025,9
04.11.2016 00:00;TGeBase;177,78;74419,1
05.11.2016 00:00;TGeBase;154,31;82701,3
06.11.2016 00:00;TGeBase;147,12;73050
07.11.2016 00:00;TGeBase;178,79;68982,7
08.11.2016 00:00;TGeBase;194,52;88906
09.11.2016 00:00;TGeBase;215,27;79943,7
10.11.2016 00:00;TGeBase;199,02;88289
11.11.2016 00:00;TGeBase;171,09;97008,9
12.11.2016 00:00;TGeBase;173,76;110123,6
13.11.2016 00:00;TGeBase;152,25;85420,6
14.11.2016 00:00;TGeBase;175,87;72083,9
15.11.2016 00:00;TGeBase;155,43;66427,4
16.11.2016 00:00;TGeBase;162,18;72046,8
17.11.2016 00:00;TGeBase;155,75;62222,7
18.11.2016 00:00;TGeBase;134,32;80215,3
19.11.2016 00:00;TGeBase;148,95;96588,6
20.11.2016 00:00;TGeBase;133,57;74139,4
21.11.2016 00:00;TGeBase;147,96;67808,5
22.11.2016 00:00;TGeBase;158,8;70725,5
23.11.2016 00:00;TGeBase;177,98;77852,8
24.11.2016 00:00;TGeBase;174,99;70552,7
25.11.2016 00:00;TGeBase;184;88587,6
26.11.2016 00:00;TGeBase;149,92;102072,9
27.11.2016 00:00;TGeBase;116,91;99435,1
28.11.2016 00:00;TGeBase;145,52;84823,9
29.11.2016 00:00;TGeBase;156,15;82504,1
30.11.2016 00:00;TGeBase;145,07;79496,9
01.12.2016 00:00;TGeBase;148,31;73867,1
02.12.2016 00:00;TGeBase;149,96;89456,8
03.12.2016 00:00;TGeBase;154,14;84380,2
04.12.2016 00:00;TGeBase;140,52;73822,3
05.12.2016 00:00;TGeBase;161,05;70653,4
06.12.2016 00:00;TGeBase;179,42;79504,2
07.12.2016 00:00;TGeBase;173,18;82443,5
08.12.2016 00:00;TGeBase;132,12;96976,3
09.12.2016 00:00;TGeBase;143,45;87543
10.12.2016 00:00;TGeBase;132,83;79550,7
11.12.2016 00:00;TGeBase;124,82;71494,7
12.12.2016 00:00;TGeBase;189,49;83297,1
13.12.2016 00:00;TGeBase;182,36;86583,4
14.12.2016 00:00;TGeBase;186,21;78852,9
15.12.2016 00:00;TGeBase;219,6;98134,8
16.12.2016 00:00;TGeBase;212,51;91206
17.12.2016 00:00;TGeBase;177,31;102792,1
18.12.2016 00:00;TGeBase;145,33;84913,2
19.12.2016 00:00;TGeBase;189,17;86859,2
20.12.2016 00:00;TGeBase;242,04;86779,8
21.12.2016 00:00;TGeBase;164,7;80685,3
22.12.2016 00:00;TGeBase;185,22;76012,1
23.12.2016 00:00;TGeBase;145,54;77814,9
24.12.2016 00:00;TGeBase;101,84;99754,4
25.12.2016 00:00;TGeBase;87,85;98518,4
26.12.2016 00:00;TGeBase;83,3;101531,7
27.12.2016 00:00;TGeBase;106,97;95000,1
28.12.2016 00:00;TGeBase;134,84;79444,6
29.12.2016 00:00;TGeBase;161,4;64658
30.12.2016 00:00;TGeBase;143,34;75579
31.12.2016 00:00;TGeBase;123,48;75553,4
01.01.2017 00:00;TGeBase;100,65;80573,8
02.01.2017 00:00;TGeBase;146,65;81696
03.01.2017 00:00;TGeBase;144,53;78482,5
04.01.2017 00:00;TGeBase;131,64;96477,1
05.01.2017 00:00;TGeBase;161,44;92727,4
06.01.2017 00:00;TGeBase;150,03;108339,7
07.01.2017 00:00;TGeBase;143,38;87567,6
08.01.2017 00:00;TGeBase;141,31;101890,8
09.01.2017 00:00;TGeBase;167,88;75519,9
10.01.2017 00:00;TGeBase;172,93;69287,6
11.01.2017 00:00;TGeBase;136,79;77238,9
12.01.2017 00:00;TGeBase;136,05;88836,1
13.01.2017 00:00;TGeBase;159,71;66283,3
14.01.2017 00:00;TGeBase;143,1;86912
15.01.2017 00:00;TGeBase;144,65;87161,4
16.01.2017 00:00;TGeBase;204,13;72827,5
17.01.2017 00:00;TGeBase;218,12;78433,9
18.01.2017 00:00;TGeBase;183,71;78211,4
19.01.2017 00:00;TGeBase;169,37;68501,4
20.01.2017 00:00;TGeBase;174,85;71217
21.01.2017 00:00;TGeBase;179,6;103157,9
22.01.2017 00:00;TGeBase;151,28;89993,6
23.01.2017 00:00;TGeBase;178,19;63404,1
24.01.2017 00:00;TGeBase;193,84;77977,5
25.01.2017 00:00;TGeBase;210,46;75511,6
26.01.2017 00:00;TGeBase;186,38;83736,7
27.01.2017 00:00;TGeBase;176,72;78841,7
28.01.2017 00:00;TGeBase;147,61;93012,4
29.01.2017 00:00;TGeBase;135,84;81436
30.01.2017 00:00;TGeBase;172,24;69882,1
31.01.2017 00:00;TGeBase;177,28;75619,2
01.02.2017 00:00;TGeBase;178,95;73252,8
02.02.2017 00:00;TGeBase;178,06;78539,4
03.02.2017 00:00;TGeBase;179,05;75957,1
04.02.2017 00:00;TGeBase;154,03;92828
05.02.2017 00:00;TGeBase;147,06;76666,9
06.02.2017 00:00;TGeBase;176,27;59150,4
07.02.2017 00:00;TGeBase;175,64;63632,3
08.02.2017 00:00;TGeBase;186,57;77093,5
09.02.2017 00:00;TGeBase;201,61;75668,5
10.02.2017 00:00;TGeBase;165,13;59078
11.02.2017 00:00;TGeBase;151,72;79361,6
12.02.2017 00:00;TGeBase;140,59;73257,5
13.02.2017 00:00;TGeBase;175,44;79212,4
14.02.2017 00:00;TGeBase;180,26;75787,6
15.02.2017 00:00;TGeBase;188,31;75833,3
16.02.2017 00:00;TGeBase;161,96;59157,4
17.02.2017 00:00;TGeBase;161,75;78549,6
18.02.2017 00:00;TGeBase;159,79;100220,1
19.02.2017 00:00;TGeBase;124,5;76327,5
20.02.2017 00:00;TGeBase;130,46;78873,8
21.02.2017 00:00;TGeBase;135,66;78880,2
22.02.2017 00:00;TGeBase;127,68;81688,8
23.02.2017 00:00;TGeBase;128,74;80333
24.02.2017 00:00;TGeBase;133,99;79152,9
25.02.2017 00:00;TGeBase;136,14;76213
26.02.2017 00:00;TGeBase;108,34;91903,1
27.02.2017 00:00;TGeBase;140,76;70858,4
28.02.2017 00:00;TGeBase;136,72;63856,8
01.03.2017 00:00;TGeBase;149,76;56919,1
02.03.2017 00:00;TGeBase;133;62941,4
03.03.2017 00:00;TGeBase;149,4;62964,7
04.03.2017 00:00;TGeBase;138,26;73333,2
05.03.2017 00:00;TGeBase;118,77;60041,5
06.03.2017 00:00;TGeBase;162,64;66824,6
